,ID,Income,Recency,NumWebVisitsMonth,Complain,Response,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Expenses,NumPurchases,AcceptedCmp,Childrenhome,Age,clusterid
1143,8414,33419.0,76,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,86,8,0,1,61,1
1144,819,63285.0,84,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1103,25,0,0,78,3
1145,4961,21255.0,56,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,61,11,0,1,49,2
1146,749,42162.0,31,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,145,9,1,1,42,2
1147,5430,54450.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,684,31,0,2,67,2
1148,7755,57744.0,91,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,411,16,0,1,69,2
1149,10525,26576.0,40,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,27,4,1,1,37,2
1151,8310,68142.0,96,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1459,24,0,1,59,2
1152,10710,7500.0,61,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18,4,0,1,44,0
1154,2613,54197.0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,237,12,0,1,63,1
1155,213,23091.0,98,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,48,10,0,2,60,1
1156,967,46049.0,11,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,515,26,0,2,47,0
1157,1077,56715.0,52,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1020,15,0,0,49,2
1158,7959,79410.0,19,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1370,11,0,0,62,0
1159,640,57304.0,61,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1026,25,0,1,72,0
1160,4252,44375.0,73,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,301,12,0,1,58,0
1161,8432,54450.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,684,31,0,2,67,2
1162,6218,59594.0,74,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,499,17,1,1,58,0
1163,6905,80685.0,55,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1004,21,0,0,29,2
1164,5922,40344.0,48,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,218,12,0,1,49,2
1165,3598,62710.0,53,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,606,22,0,1,51,0
1166,6116,48985.0,13,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,75,6,0,1,55,1
1167,6263,35322.0,34,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,106,9,0,3,55,2
1168,10486,77142.0,54,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,990,17,0,0,75,0
1169,2410,81657.0,69,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1097,16,0,0,54,2
1171,3363,20130.0,99,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,34,5,0,0,49,1
1172,8278,74214.0,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1711,16,0,0,33,2
1173,10660,66726.0,61,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,438,17,1,2,66,1
1175,1604,47353.0,93,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,225,13,0,1,63,1
1176,5907,33444.0,24,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18,4,0,2,71,1
1177,10669,54386.0,8,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,470,17,0,1,42,0
1178,2918,28510.0,72,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,91,9,0,2,42,0
1180,359,48070.0,33,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,504,19,0,1,73,2
1181,8387,43140.0,68,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,235,11,0,1,66,0
1183,3839,15056.0,76,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,88,12,0,2,65,3
1184,9392,26954.0,17,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,4,0,1,52,2
1185,2292,22327.0,94,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,5,0,1,38,2
1186,10466,44393.0,86,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60,7,0,2,58,0
1187,9855,62000.0,25,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1020,26,1,1,71,1
1188,4088,31497.0,22,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,155,10,0,1,61,3
1189,5231,45894.0,15,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,51,5,0,2,49,1
1192,2315,58401.0,55,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,96,6,0,1,63,0
1193,3515,62307.0,94,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,160,9,0,1,71,2
1194,2245,43641.0,50,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,139,10,0,2,54,1
1195,6283,63841.0,64,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,908,22,0,1,55,0
1196,2246,46891.0,91,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,183,8,0,1,58,1
1197,6606,70091.0,11,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1161,19,1,1,54,1
1198,5545,78075.0,72,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,988,14,0,0,51,2
1200,837,54809.0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,174,12,0,2,46,0
1201,9500,58113.0,66,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,758,22,0,1,64,0
1202,3602,51412.0,42,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,195,11,0,1,65,1
1204,2995,66636.0,64,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1084,17,0,0,66,2
1205,1118,50965.0,87,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,685,22,1,1,67,1
1207,3068,18351.0,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,43,6,0,0,33,0
1208,8955,40451.0,54,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,49,5,1,2,66,3
1209,945,36317.0,53,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,133,9,0,1,58,2
1210,5644,42213.0,96,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,363,15,1,1,66,2
1211,7192,65748.0,58,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,545,18,0,1,68,2
1212,2324,77044.0,12,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1065,31,1,1,51,2
1213,697,74918.0,78,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2047,21,1,0,54,2
1214,3439,56721.0,64,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,296,15,0,2,51,0
1215,1506,42160.0,26,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,140,11,0,2,48,2
1216,232,61559.0,8,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,530,17,0,1,58,2
1217,8876,33629.0,49,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,152,13,0,2,60,3
1218,4500,68682.0,56,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1598,24,0,0,32,3
1219,9739,34377.0,55,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,114,8,0,1,60,2
1220,10395,8940.0,25,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,101,10,0,1,37,3
1221,1176,26228.0,50,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25,4,0,1,50,0
1223,938,40211.0,30,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,87,7,1,2,42,0
1225,257,75032.0,74,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1215,20,0,1,64,2
1226,4058,61284.0,76,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,811,22,1,0,68,1
1227,7736,22518.0,36,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,61,7,1,1,37,0
1228,8210,54730.0,64,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,405,18,0,1,48,1
1229,833,38452.0,62,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,72,9,0,2,68,1
1230,6230,44421.0,53,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,189,14,0,2,52,0
1231,7325,38197.0,86,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,5,0,1,37,3
1232,1307,41986.0,15,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,63,10,0,1,45,0
1233,1502,28427.0,67,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,52,7,0,1,40,2
1234,6211,37395.0,47,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,39,5,0,1,47,3
1235,843,64722.0,47,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,805,25,0,1,52,0
1236,4174,55249.0,81,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,130,8,0,1,67,2
1238,6918,28691.0,56,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,34,5,0,1,34,0
1239,286,44213.0,48,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,152,12,0,2,71,2
1240,11086,25707.0,18,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21,5,0,1,39,3
1241,1921,59062.0,74,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,71,7,0,3,56,2
1242,4138,76624.0,68,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,899,23,1,1,61,2
1243,7718,66000.0,36,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,711,10,0,0,76,2
1244,1291,27683.0,90,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,351,16,0,1,45,3
1245,6862,1730.0,65,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,15,0,0,52,0
1246,4136,7500.0,63,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,119,11,0,1,31,3
1247,803,40521.0,82,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,4,0,2,55,2
1248,4298,20427.0,63,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,4,0,1,50,3
1249,10833,65106.0,55,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,973,27,1,1,48,0
1251,8534,67433.0,51,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,992,28,1,2,71,0
1253,961,74716.0,92,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,860,17,0,1,51,0
1254,5011,68118.0,51,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,928,23,0,1,60,0
1255,6653,55158.0,72,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,418,18,0,2,53,2
1256,9094,62972.0,39,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,587,16,0,1,68,1
1257,810,74190.0,49,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,641,19,0,1,48,0
1258,5493,39356.0,21,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,4,1,2,47,0
1260,5107,35860.0,37,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,49,6,1,2,50,3
1263,8147,31454.0,40,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,48,8,0,2,63,0
1264,1857,47139.0,2,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,83,7,0,2,71,2
1266,5207,53378.0,41,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,793,29,0,2,60,2
1267,11114,19656.0,94,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,84,9,0,1,53,2
1268,5429,45579.0,10,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,183,10,0,1,75,2
1269,9400,85485.0,73,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1383,19,0,0,65,1
1270,1740,55956.0,22,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,999,16,1,0,79,0
1271,7488,64191.0,30,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,825,24,0,1,60,1
1272,195,38808.0,21,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,246,14,1,1,51,2
1273,635,57183.0,51,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,610,25,0,2,57,1
1274,7527,23748.0,97,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,76,9,0,1,55,0
1275,10319,66303.0,56,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1286,22,1,1,52,0
1276,2296,37368.0,4,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,4,1,1,48,1
1277,10637,40800.0,77,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,99,8,0,3,59,0
1278,2931,71847.0,95,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1192,22,1,0,45,0
1279,907,46149.0,36,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,362,18,0,1,48,0
1282,679,37633.0,49,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38,6,0,2,66,2
1283,7384,39767.0,18,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,485,17,0,0,72,2
1284,5043,26997.0,89,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,434,13,0,0,72,3
1285,5267,33986.0,43,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,44,5,0,1,53,0
1286,339,57091.0,82,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,496,18,1,1,51,2
1287,2516,46831.0,84,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,78,7,0,2,54,1
1289,378,52531.0,68,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,794,21,0,0,52,0
1290,4808,15759.0,12,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,4,0,0,67,0
1291,5068,22804.0,75,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,26,5,0,1,52,2
1292,7628,43050.0,10,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,76,8,0,1,50,1
1293,7128,42997.0,91,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15,4,0,2,46,1
1294,2811,48918.0,21,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,62,7,0,2,60,1
1295,3551,60033.0,28,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,198,10,0,1,69,2
1296,1663,34043.0,97,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,49,5,0,1,45,3
1297,5543,57811.0,49,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,802,25,1,1,57,2
1299,10641,7500.0,5,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,57,10,0,2,45,2
1300,5336,157733.0,37,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,59,2,0,1,52,2
1302,1878,23148.0,83,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,37,6,0,0,38,1
1303,3099,44267.0,48,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,310,16,0,2,53,0
1304,6055,71626.0,94,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1305,19,1,0,44,0
1305,5841,60894.0,61,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,832,26,0,1,57,2
1306,3972,50200.0,70,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,401,19,0,2,47,2
1309,6658,59868.0,37,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1194,32,0,1,51,2
1310,4603,65695.0,50,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,656,21,0,1,63,2
1311,8427,64857.0,78,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1540,23,0,0,67,1
1312,10260,45143.0,74,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,311,15,0,1,58,2
1313,7143,74805.0,14,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,820,26,0,1,68,3
1314,8789,59060.0,77,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,274,14,0,1,34,1
1315,6197,27238.0,39,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57,9,0,2,61,1
1316,4554,47009.0,89,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,448,17,0,1,58,2
1317,4937,46094.0,62,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,44,5,0,2,50,1
1318,1920,40321.0,59,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,102,8,0,2,51,0
1319,8749,37235.0,68,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,61,5,0,1,39,2
1320,1650,81843.0,13,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1643,27,0,0,63,1
1321,10377,46692.0,37,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,397,15,0,1,65,2
1322,9206,77382.0,36,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1121,26,1,1,55,2
1324,6398,18393.0,2,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50,8,0,1,49,3
1325,9212,72828.0,17,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1678,28,0,1,61,1
1326,7937,24711.0,86,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,58,7,0,0,41,0
1327,839,45503.0,54,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,170,9,0,1,48,2
1328,4246,6560.0,2,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,373,2,0,0,41,1
1330,4832,27244.0,84,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,101,8,0,1,44,0
1331,5621,48752.0,8,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,316,17,0,2,54,0
1333,5147,90842.0,57,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1424,27,0,0,75,2
1335,11039,51948.0,51,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,311,13,0,1,48,0
1336,9495,71853.0,29,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1149,17,0,0,41,2
1337,9635,35876.0,13,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,129,8,0,0,40,1
1338,2173,40049.0,23,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,32,5,0,1,71,3
1339,942,39660.0,36,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,299,14,0,1,41,2
1340,9386,50127.0,88,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,320,13,1,1,61,2
1341,5510,43263.0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,441,16,0,1,46,1
1343,2253,18929.0,15,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,85,6,0,0,33,0
1344,5181,24367.0,58,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24,4,0,1,41,3
1345,979,33249.0,11,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,112,8,0,1,48,2
1346,10390,26887.0,27,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,5,0,1,64,1
1347,4698,50150.0,32,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,410,16,0,0,40,2
1348,7793,62061.0,12,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,800,24,1,1,47,2
1350,10590,76542.0,91,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1483,23,0,0,67,3
1351,5080,70515.0,12,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1258,17,0,0,30,2
1352,8369,18227.0,21,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28,4,0,1,36,2
1353,5232,69139.0,23,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,227,11,0,1,58,0
1355,3834,69627.0,35,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,861,23,0,1,61,2
1356,7912,38136.0,69,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,103,8,1,1,45,0
1357,7712,62159.0,68,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,634,19,0,0,77,1
1358,1065,80695.0,85,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1918,19,0,0,60,2
1359,7275,33316.0,34,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,131,10,0,2,52,1
1360,1343,58554.0,55,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,586,22,0,2,55,2
1361,1384,17256.0,10,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,62,7,1,1,31,3
1362,9967,53034.0,30,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,447,22,0,2,49,0
1363,6181,52203.0,36,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,939,27,0,0,73,3
1366,2698,47025.0,52,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,415,17,0,1,47,2
1367,3231,37971.0,97,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,5,0,1,50,0
1368,4096,41335.0,24,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,187,12,0,1,55,0
1369,10476,67267.0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,251,11,0,1,65,0
1370,5948,57338.0,96,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,237,12,0,1,48,2
1371,9140,50523.0,89,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,91,8,0,2,63,3
1372,10258,35791.0,94,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,35,6,0,3,58,1
1373,5675,50611.0,98,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,493,22,1,1,63,3
1374,4743,56242.0,72,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,971,28,0,1,54,2
1375,8805,48904.0,1,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,371,17,0,1,63,2
1376,1542,56243.0,26,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,396,20,0,3,48,2
1377,6770,21355.0,5,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,68,7,1,1,38,0
1378,8773,57420.0,22,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,322,15,1,1,52,2
1379,10475,52247.25135379061,39,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,317,14,0,1,53,2
1380,10420,46390.0,56,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,222,10,0,1,68,0
1381,7514,54342.0,74,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,177,12,0,2,67,3
1382,2902,52247.25135379061,87,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45,5,0,2,65,2
1383,4345,52247.25135379061,49,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21,4,0,2,59,1
1384,793,20895.0,24,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,45,6,0,1,50,0
1386,3769,52247.25135379061,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42,5,0,1,51,3
1387,8702,26907.0,10,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22,6,0,2,47,3
1388,4791,44964.0,35,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,41,5,0,2,43,2
1389,2963,75507.0,56,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1440,21,0,0,44,2
1390,8216,53761.0,7,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,325,17,0,2,51,1
1391,8140,22682.0,51,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,95,10,0,1,50,2
1392,10146,38887.0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42,5,0,1,51,3
1393,5289,41658.0,30,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,72,6,0,2,48,1
1394,2587,29791.0,21,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,7,0,1,51,2
1395,4405,63915.0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,789,23,0,2,67,1
1396,8663,39996.0,85,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,15,4,0,2,49,0
1397,2589,26759.0,65,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,59,8,0,1,51,0
1398,3421,63841.0,64,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,908,22,0,1,55,0
1399,10490,51039.0,11,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,417,14,0,2,54,2
1400,4094,60544.0,92,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,289,15,0,2,62,0
1401,9958,65685.0,54,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,769,21,0,1,51,0
1402,2534,37716.0,4,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,188,10,0,1,70,0
1403,4188,36864.0,53,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,354,14,0,1,66,2
1404,6613,44511.0,39,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,727,26,0,1,53,1
1405,10827,36947.0,49,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,146,11,0,2,56,2
1406,5491,47352.0,70,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,319,16,0,1,72,2
1407,8402,67087.0,40,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,794,22,0,1,70,1
1408,8783,57045.0,40,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,454,18,0,1,73,0
1409,10010,36957.0,43,9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,152,11,0,2,70,3
1410,618,69389.0,17,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,797,22,0,1,46,2
1412,361,43142.0,84,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20,4,0,2,54,1
1414,2678,34412.0,62,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,209,11,0,1,33,2
1415,6376,57537.0,83,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,545,19,0,1,44,2
1417,10341,51315.0,45,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,222,10,0,0,75,2
1418,5654,36026.0,34,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,61,7,0,3,51,0
1419,4098,24639.0,3,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,44,9,0,2,50,0
1420,5824,34578.0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,4,0,3,51,3
1421,7000,65704.0,18,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,817,23,0,0,51,1
1422,2561,63810.0,45,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1371,23,1,1,57,2
1423,5229,54132.0,81,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42,5,0,1,54,3
1424,4086,18690.0,77,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60,5,0,0,64,0
